Word	POS
وشافوني	و/CONJ+شاف/V+وا/PRON+ني/PRON
وانا	و/CONJ+أنا/PRON
ماشيه	ماشي/ADJ-FS+ة/NSUFF
وقاعدوا	و/CONJ+قعد/V+وا/PRON
يضحكوا	يضحك/V+وا/PRON
.	./PUNC
--------------------	-/PUNC
الحاله	ال/DET+حال/NOUN-FS+ة/NSUFF
الزفت	ال/DET+زفت/ADJ-MS
اللي	اللي/PRON
الواحد	ال/DET+واحد/NOUN-MS
بيبقي	ب/PROG-PART+يبقى/V
فيها	في/PREP+ها/PRON
بقت	بق/V+ت/PRON
ملازماه	ملازم/ADJ-FS+اه/PRON
علي طول	على/PREP طول/NOUN-MS
!	!/PUNC
ربنا	رب/NOUN-MS+نا/PRON
المعين	ال/DET+معين/ADJ-MS
--------------------	-/PUNC
*	*/PUNC
لما حد	لما/PART حد/NOUN-MS
يقولي	يقول/V ل/PREP+ي/PRON
خارجة فين	خارج/ADJ-FS+ة/NSUFF فين/PART
النهاردة	النهاردة/ADV
؟	؟/PUNC
*	*/PUNC
هاخرج	ه/FUT-PART+أخرج/V
مع	مع/PART
صحابي	صحاب/NOUN-MP+ي/PRON
في	في/PREP
الصالة	ال/DET+صال/NOUN-FS+ة/NSUFF
وبعدين	و/CONJ+بعدين/ADV
نروح	نروح/V
الأوضة	ال/DET+أوض/NOUN-FS+ة/NSUFF
شوية	شوي/NOUN-FS+ة/NSUFF
وممكن	ال/DET+ممكن/ADJ-MS
نروح	نروح/V
كافية	كافيه/NOUN-MS
المطبخ	ال/DET+مطبخ/NOUN-MS
ناكل	ناكل/V
اي	أي/PART
حاجة	حاج/NOUN-FS+ة/NSUFF
.	./PUNC
--------------------	-/PUNC
انا	أنا/PRON
وصلت	وصل/V+ت/PRON
لمرحلة	ل/PREP+مرحل/NOUN-FS+ة/NSUFF
انى	إن/PART+ي/PRON
ممكن	ممكن/ADJ-MS
انام	أنام/V
و انا	و/CONJ+أنا/PRON
واقفة	واقف/ADJ-FS+ة/NSUFF
زى	زي/NOUN-MS
الحصنة	ال/DET+حصن/NOUN-FP+ة/NSUFF
عادى	عادي/ADJ-MS
:D	:D/EMOT
--------------------	-/PUNC
-	-/PUNC
فين	فين/PART
السندوتشات	ال/DET+سندوتش/NOUN-FP+ات/NSUFF
؟	؟/PUNC
-	-/PUNC
نعم	نعم/PART
؟	؟/PUNC
-	-/PUNC
انتي	إنتي/PRON
فاكرانا	فاكر/ADJ-FS+ا/NSUFF+نا/PRON
بنفتح	ب/PROG-PART+نفتح/V
الشنط	ال/DET+شنط/NOUN-FP
عشان	علشان/PART
ندور	ندور/V
على	على/PREP
متفجرات	متفجر/NOUN-FP+ات/NSUFF
؟	؟/PUNC
احنا	إحنا/PRON
عايزين	عايز/ADJ-MS+ين/NSUFF
نفطر	نفطر/V
#	#/HASH
كلية	كلي/NOUN-FS+ة/NSUFF
_	_/PUNC
لزازة	لذاذ/NOUN-FS+ة/NSUFF
_	_/PUNC
و	و/CONJ
_	_/PUNC
استظراف	استظراف/NOUN-MS
--------------------	-/PUNC
اه	آه/PART
بنتريق	ب/PROG-PART+نتريق/V
و نهرج	و/CONJ+نهرج/V
و نسف	و/CONJ+نسف/V
و نهري	و/CONJ+نهري/V
ماشي	ماشي/ADV
مش مشكله	مش/PART مشكل/NOUN-FS+ة/NSUFF
بس	بس/PART
برضوا	برضه/ADV
اللي	اللي/PRON
عندوا	عند/NOUN-MS+ه/PRON
حاجه يقدمها	حاج/NOUN-FS+ة/NSUFF يقدم/V+ها/PRON
للشعب ده	ل/PREP+ال/DET+شعب/NOUN-MS ده/PRON
يتفضل يشتغل	يتفضل/V يشتغل/V
....	./PUNC ./PUNC ./PUNC ./PUNC
معلومه	معلوم/NOUN-FS+ة/NSUFF
انا	أنا/PRON
مش	مش/PART
بأيد	ب/PROG-PART+أيد/V
السيسي	ال/DET+سيسي/NOUN-MS
--------------------	-/PUNC
الانسان	ال/DET+إنسان/NOUN-MS
ال	اللي/PRON
دماغة	دماغ/NOUN-FS+ه/PRON
حلوة	حلو/ADJ-FS+ة/NSUFF
بس	بس/PART
غبى	غبي/ADJ-MS
ومش	و/CONJ+مش/PART
بيعرف	ب/PROG-PART+يعرف/V
يستغل	يستغل/V
الفرص	ال/DET+فرص/NOUN-FP
صح	صح/ADV
ده	ده/PRON
بيصعب	ب/PROG-PART+يصعب/V
عليا	على/PREP+يا/PRON
بيخلى	ب/PROG-PART+يخل/V+ي/PRON
انسان	إنسان/NOUN-MS
اقل	أقل/ADJ-MS
منه	من/PREP+ه/PRON
و امكانياته	و/CONJ+إمكاني/NOUN-FP+ات/NSUFF+ه/PRON
على قده	على/PREP قد/NOUN-MS+ه/PRON
يبقى	يبقى/V
احسن	أحسن/ADJ-MS
منه	من/PREP+ه/PRON
لمجرد	ل/PREP+مجرد/NOUN-MS
انه	إن/PART+ه/PRON
بيفكر	ب/PROG-PART+يفكر/V
صح	صح/ADV
--------------------	-/PUNC
مشكله	مشكل/NOUN-FS+ة/NSUFF
كتير	كتير/NOUN-MS
من	من/PREP
الناس	ال/DET+ناس/NOUN-MP
انها	إن/PART+ها/PRON
افتكرت	افتكر/V+ت/PRON
الثوره	ال/DET+ثور/NOUN-FS+ة/NSUFF
حاجه سعيده	حاج/NOUN-FS+ة/NSUFF سعيد/NOUN-FS+ة/NSUFF
و لطيفه	و/CONJ+لطيف/ADJ-MS+ة/NSUFF
لا	لا/PART
دي	دي/PRON
من	من/PREP
اقسي	أقسى/ADJ-MS
التجارب	ال/DET+تجارب/NOUN-FP
اللي	اللي/PRON
بتمر	ب/PROG-PART+تمر/V
ببلد	ب/PREP+بلد/NOUN-FS
--------------------	-/PUNC
@israaesso	@israaesso/MENTION
:)	:)/EMOT
مفيش	ما/PART في/PREP+ش/NEG-PART
حاجة تستاهل	حاج/NOUN-FS+ة/NSUFF تستاهل/V
،	،/PUNC
يارب	يا/PART رب/NOUN-MS
أقدر	أقدر/V
على طول	على/PREP طول/NOUN-MS
أكون	أكون/V
سبب	سبب/NOUN-MS
في	في/PREP
أن	أن/PART
لو	لو/PART
شخص	شخص/NOUN-MS
واحد	واحد/ADJ-MS
يضحك	يضحك/V
من	من/PREP
قلبه	قلب/NOUN-MS+ه/PRON
.	./PUNC
--------------------	-/PUNC
كل ما	كل/NOUN-MS ما/PART
حد	حد/NOUN-MS
يسألنى	يسأل/V+ني/PRON
أنتى	إنتي/PRON
فى	في/PREP
كلية	كلي/NOUN-FS+ة/NSUFF
ايه	إيه/PART
و أقول	و/CONJ+أقول/V
طب	طب/NOUN-MS
ألاقى	ألاقي/V
نظرات	نظر/NOUN-FP+ات/NSUFF
الشفقه	ال/DET+شفق/NOUN-FS+ة/NSUFF
مع	مع/PART
الحنان	ال/DET+حنان/NOUN-MS
مع	مع/PART
الحزن	ال/DET+حزن/NOUN-MS
و الألم	و/CONJ+ال/DET+ألم/NOUN-MS
و الأسى	و/CONJ+ال/DET+أسى/NOUN-MS
.	./PUNC
ده	ده/PRON
يرضى	يرضي/V
مين	مين/PART
ده	ده/PRON
بس	بس/ADV
xD	xD/EMOT
--------------------	-/PUNC
@EgyptianMony30	@EgyptianMony30/MENTION
شعور	شعور/NOUN-MS
عالمي	عالمي/ADJ-MS
لأ	لا/PART
يماثله	يماثل/V+ه/PRON
شعور	شعور/NOUN-MS
لما	لما/PART
تتفاجئي	تتفاجئ/V
ان	إن/PART
النهاردة	النهاردة/ADV
الخميس	ال/DET+خميس/NOUN-MS
مش	مش/PART
الأربع	ال/DET+أربع/NOUN-MS
:)	:)/EMOT
بتحصيل	ب/PROG-PART+تحصل/V
كتير	كتير/ADV
--------------------	-/PUNC
-	-/PUNC
فيها ايه	في/PREP+ها/PRON إيه/PART
لو	لو/PART
حبيت	حبي/V+ت/PRON
حد	حد/NOUN-MS
يجي	ييجي/V
يخطفني	يخطف/V+ني/PRON
و نروح	و/CONJ+نروح/V
في	في/PREP
أي	أي/PART
حته	حت/NOUN-FS+ة/NSUFF
و نعيش	و/CONJ+نعيش/V
في	في/PREP
هنا	هنا/NOUN-MS
و سرور	و/CONJ+سرور/NOUN-MS
؟	؟/PUNC
-	-/PUNC
شدي	شد/V+ي/PRON
الغطى	ال/DET+غطا/NOUN-MS
عليكي	على/PREP+كي/PRON
شويه	شوي/NOUN-FS+ة/NSUFF
كمان	كمان/ADV
.	./PUNC
--------------------	-/PUNC
دة	ده/PRON
يوم	يوم/NOUN-MS
الانتخابات	ال/DET+انتخاب/NOUN-FP+ات/NSUFF
دة	ده/PRON
هايبقي	ه/FUT-PART+يبقى/V
ولا	و/CONJ+لا/PART
يوم	يوم/NOUN-MS
الاستفتاء	ال/DET+استفتاء/NOUN-MS
الاخير	ال/DET+أخير/ADJ-MS
ع	على/PREP
الدستور	ال/DET+دستور/NOUN-MS
مضروب	مضروب/ADJ-MS
في	في/PREP
عشرين	عشرين/NUM
...	./PUNC ./PUNC ./PUNC
هانضحك	ه/FUT-PART+نضحك/V
ضحك	ضحك/NOUN-MS
ياجدعان	يا/PART جدعان/NOUN-MP
:D	:D/EMOT
--------------------	-/PUNC
أنا	أنا/PRON
بفضل	ب/PROG-PART+أفضل/V
أحكى	أحكي/V
لواحد صاحبى	ل/PREP+واحد/NOUN-MS صاحب/NOUN-MS+ي/PRON
عن	عن/PREP
مشاكلى	مشاكل/NOUN-FP+ي/PRON
بدل	بدل/NOUN-MS
محكى	ما/PART أحكي/V
لأهلى	ل/PREP أهل/NOUN-MS+ي/PRON
،	،/PUNC
أهو	أهو/ADV
على	على/PREP
الأقل	ال/DET+أقل/ADJ-MS
الـ	ال/DET
"	/PUNC"
معلش	معلهش/ADV
"	/PUNC"
اللى	اللي/PRON
بتطلع	ب/PROG-PART+تطلع/V
منه	من/PREP+ه/PRON
ألطف	ألطف/ADJ-MS
من	من/PREP
"	/PUNC"
و احنا	و/CONJ+إحنا/PRON
مالنا	ما/PART ل/PREP+نا/PRON
؟	؟/PUNC
"	/PUNC"
اللى	اللي/PRON
بتطلع	ب/PROG-PART+تطلع/V
منهم	من/PREP+هم/PRON
.	./PUNC
--------------------	-/PUNC
نبقى	نبقى/V
ماشين	ماش/ADJ-MP+ين/NSUFF
فى	في/PREP
الشارع	ال/DET+شارع/NOUN-MS
ونلاقى	و/CONJ+نلاقي/V
ابن	ابن/NOUN-MS
الحلال	ال/DET+حلال/NOUN-MS
اللى	اللي/PRON
سايب	سايب/ADJ-MS
الوايرلس	ال/DET+وايرلس/NOUN-FS
بتاعه	بتاع/NOUN-MS+ه/PRON
من	من/PREP
غير	غير/NOUN-MS
باسورد	باسورد/NOUN-[S
....	./PUNC ./PUNC ./PUNC ./PUNC
ساعتها	ساع/NOUN-FS+ة/NSUFF+ها/PRON
بس	بس/ADV
بنتأكد	ب/PROG-PART+نتأكد/V
ان	إن/PART
الدنيا	ال/DET+دنيا/NOUN-FS
لسه	لسة/ADV
بخير	ب/PREP+خير/NOUN-MS
--------------------	-/PUNC
مفيش حد	ما/PART في/PREP+ش/NEG-PART حد/NOUN-MS
عاجبه	عاجب/ADJ-MS+ه/PRON
حاله	حال/NOUN-MS+ه/PRON
حتى	حتى/PART
لو	لو/PART
عنده	عند/NOUN-MS+ه/PRON
كل	كل/NOUN-MS
حاجة	حاج/NOUN-FS+ة/NSUFF
ويبص	و/CONJ+يبص/V
للى	ل/PREP+اللي/PRON
فى	في/PREP
ايد	إيد/NOUN-FS
غيره	غير/NOUN-MS+ه/PRON
لو	لو/PART
كان فى حاجة اسمها	كان/V في/PREP+ه/PRON حاج/NOUN-FS+ة/NSUFF اسم/NOUN-MS+ها/PRON
الرضا	ال/DET+رضا/NOUN-MS
كان	كان/V
الكل	ال/DET+كل/NOUN-MS
عجبته	عجب/NOUN-MS+ت/PRON+ه/PRON
حياته	حيا/NOUN-FS+ة/NSUFF+ه/PRON
و ما	و/CONJ+ما/PART
بصش	بص/V+ش/NEG-PART
لغيره	ل/PREP+غير/PART+ه/PRON
--------------------	-/PUNC
طب	طيب/ADJ-MS
مع	مع/PART
احترامي	احترام/NOUN-MS+ي/PRON
للجميع	ل/PREP+ال/DET+جميع/NOUN-MS
انا	أنا/PRON
شايف	شايف/ADJ-MS
ان	إن/PART
الشغل	ال/DET+شغل/NOUN-MS
احسن	أحسن/ADJ-MS
من	من/PREP
الكلام	ال/DET+كلام/NOUN-MS
يعني	يعني/ADV
الساحه	ال/DET+ساح/NOUN-FS+ة/NSUFF
قدامي	قدام/NOUN-MS+ي/PRON
ابتدي	أبتدي/V
اشتغل	أشتغل/V
بدل ما	بدل/NOUN-MS ما/PART
اقعد	أقعد/V
انتقد	أنتقد/V
اللي	اللي/PRON
قدامي	قدام/NOUN-MS+ي/PRON
و بس	و/CONJ+فقط/ADV
--------------------	-/PUNC
أحسن	أحسن/ADJ-MS
حاجة	حاج/NOUN-FS+ة/NSUFF
تعيش	تعيش/V
مع	مع/PART
نفسك	نفس/NOUN-FS+ك/PRON
كده	كده/ADV
وملكش دعوة	و/CONJ+ما/PART ل/PREP+ك/PRON+ش/NEG-PART دعو/NOUN-FS+ة/NSUFF
بحاجة	ب/PREP+حاجة/NOUN-FS+ة/NSUFF
من اللي	من/PREP اللي/PRON
بتحصل	ب/PROG-PART+تحصل/V
:D	:D/EMOT
--------------------	-/PUNC
إدينى	إد/V+ي/PRON+ني/PRON
سبب	سبب/NOUN-MS
واحد	واحد/ADJ-MS
يخليك	يخل/V+ي/PRON+ك/PRON
تكدب	تكدب/V
على	على/PREP
حد	حد/NOUN-MS
إنت	إنت/PRON
عارف	عارف/ADJ-MS
إنه	إن/PART+ه/PRON
بيصدقك	ب/PROG-PART+يصدق/V+ك/PRON
عشان	علشان/PART
بيحبك	ب/PROG-PART+يحب/V+ك/PRON
--------------------	-/PUNC
مش	مش/PART
محتاجين	محتاج/ADJ-FP+ين/NSUFF
نحلم	نحلم/V
كتير	كتير/ADV
,	,/PUNC
لان احنا	ل/PREP+أن/PART إحنا/PRON
طول الوقت	طول/NOUN-MS ال/DET+وقت/NOUN-MS
عايشين	عايش/ADJ-MP+ين/NSUFF
في	في/PREP
الخيال	ال/DET+خيال/NOUN-MS
وأحلام	و/CONJ+أحلام/NOUN-FP
اليقظة	ال/DET+يقظ/NOUN-FS+ة/NSUFF
..	./PUNC ./PUNC
--------------------	-/PUNC
@YoOokaa95	@YoOokaa95/MENTION
هتفضلى	ه/FUT-PART+تفضل/V+ي/PRON
كده	كده/ADV
كتير	كتير/ADV
؟!	؟/PUNC !/PUNC
وﻻ	و/CONJ+لا/PART
هيرجع	ه/FUT-PART+يرجع/V
حاجه	حاج/NOUN-FS+ة/NSUFF
وﻻ	و/CONJ+لا/PART
هيقدم	ه/FUT-PART+يقدم/V
حاجه	حاج/NOUN-FS+ة/NSUFF
.	./PUNC
اتخلصى	اتخلص/V+ي/PRON
من	من/PREP
السلبيات دى	ال/DET+سلبي/NOUN-FP+ات/NSUFF دي/PRON
و استمتعى	و/CONJ+استمتع/V+ي/NSUFF
بحياتك	ب/PREP+حيا/NOUN-FS+ة/NSUFF+ك/PRON
:)	:)/EMOT
و دى اقل حاجة	و/CONJ+دي/PRON أقل/ADJ-MS حاجة/NOUN-MS+ة/NSUFF
تقدرى	تقدر/V+ي/PRON
تقدميها	تقدم/V+ي/PRON+ها/PRON
للى	ل/PREP+اللي/PRON
بيحبوكى	ب/PROG-PART+يحب/V+وا/PRON+كي/PRON
--------------------	-/PUNC
مش هسمح	مش/PART ه/FUT-PART+أسمح/V
للايام	ل/PREP+ال/DET+أيام/NOUN-FP
تيجى	تيج/V+ي/PRON
تانى	تاني/ADV
علية	على/PREP+يا/PRON
و دة	و/CONJ+ده/PRON
يبقى	يبقى/V
اخر	آخر/ADJ-MS
يوم	يوم/NOUN-MS
فى	في/PREP
حياتى	حيا/NOUN-FS+ة/NSUFF+ك/PRON
لو	لو/PART
ارضاها	أرضى/V+ها/PRON
لية	لي/PREP+ا/PRON
..	./PUNC ./PUNC
--------------------	-/PUNC
اكذب	اكذب/V
انت	إنت/PRON
حر	حر/ADJ-MS
..	./PUNC ./PUNC
لكن	لكن/CONJ
بلاش	بلاش/PART
تعيش	تعيش/V
في	في/PREP
الدور	ال/DET+دور/NOUN-MS
قوي	قوي/ADV
عشان	علشان/PART
بيبقا	ب/PROG-PART+يبقى/V
شكلك	شكل/NOUN-MS+ك/PRON
وحش	وحش/ADJ-MS
.	./PUNC
--------------------	-/PUNC
مش طالبه	مش/PART طالب/ADJ-FS+ة/NSUFF
تشاؤم	تشاؤم/NOUN-MS
النهارده	النهاردة/ADV
النهارده	النهاردة/ADV
الخميس	ال/DET+خميس/NOUN-MS
المجيد	ال/DET+مجيد/ADJ-MS
يعني	يعني/V
ويك اند	ويك/NOUN-MS إند/NOUN-MS
يعني	يعني/V
فوكك	فك/V+ك/PRON
من	من/PREP
اي	أي/PART
حاجه	حاج/NOUN-FS+ة/NSUFF
--------------------	-/PUNC
@salmaabody	@salmaabody/MENTION
متنسوش	ما/PART تنس/V+وا/PRON+ش/NEG-PART
البرسيم	ال/DET+برسيم/NOUN-MS
الي	اللي/PRON
كان	كان/V
وراه	ورا/NOUN-MS+ه/PRON
في	في/PREP
الخلفيه	ال/DET+خلفي/NOUN-FS+ة/NSUFF
دي	دي/PRON
ليها	لي/PREP+ها/PRON
معنى	معنى/NOUN-MS
كبييييييير	كبير/ADJ-MS
--------------------	-/PUNC
انا	أنا/PRON
هكتب	ه/FUT-PART+أكتب/V
تويتة	تويت/ADJ-FM+ة/NSUFF
أقول	أقول/V
فيها	في/PREP+ها/PRON
"	"/PUNC
أنني	أن/PART+ني/PRON
لن	لن/PART
أترشح	أترشح/V
للرئاسة	ل/PREP+ال/DET+رئاس/NOUN-FS+ة/NSUFF
"	"/PUNC
عشان	علشان/PART
الظاهر كدة	ال/DET+ظاهر/ADJ-MS كده/ADV
ان	إن/PART
كل	كل/NOUN-MS
اللي	اللي/PRON
بيقول	ب/PROG-PART+يقول/V
البوئين دول	ال/DET+بق/NOUN-MD+ين/NSUFF دول/PRON
بيمسك	ب/PROG-PART+يمسك/V
البلد	ال/DET+بلد/NOUN-FS
في	في/PREP
خلال	خلال/NOUN-MS
سنة	سن/NOUN-FS+ة/NSUFF
.	./PUNC
--------------------	-/PUNC
محلب	محلب/NOUN-MS
:	:/EMOT
نفق	نقف/V
على	على/PREP
مسافة	مساف/NOUN-FS+ة/NSUFF
واحدة	واحد/ADJ-FS+ة/NSUFF
من	من/PREP
كل	كل/NOUN-MS
مرشي	مرشح/NOUN-MP+ي/NSUFF
الرئاسية	ال/DET+رئاس/NOUN-MP+ة/NSUFF
..	./PUNC ./PUNC
وابتدينا	و/CONJ+ابتدي/V+نا/PRON
الكذب	ال/DET+كذب/NOUN-MS
بقى	بقى/ADV
ما هو اللي	ما/PART هو/PRON اللي/PRON
يلاقي	يلاقي/V
شعب	شعب/NOUN-MS
مغفل	مغفل/ADJ-MS
وميستغفلوش	و/CONJ+ما/PART يستغفل/V+هو/PRON+ش/NEG-PART
يبقى	يبقى/V
غلطان	غلطان/ADJ-MS
--------------------	-/PUNC
العيال	ال/DET+عيال/NOUN-MP
اللي	اللي/PART
شايفين	شايف/ADJ-MS+ين/PRON
إن	إن/PART
المشاركة	ال/DET+مشارك/NOUN-FS+ة/NSUFF
في	في/PREP
هاشتاج	هاشتاج/NOUN-MS
#	#/HASH
انتخبوا	انتخب/V+وا/PRON
_	_/PUNC
العرص	ال/DET+عرص/NOUN-MS
عيب	عيب/NOUN-MS
وحرام	و/CONJ+حرام/NOUN-MS
..	./PUNC ./PUNC
جاتكم	جا/V+ت/PRON+كم/PRON
البلاوي	ال/DET+بلاوي/NOUN-FP
..	./PUNC ./PUNC
يعني	يعني/ADV
هو اللي عمله	هو/PRON اللي/PRON عمل/V+ه/PRON
العرص	ال/DET+عرص/NOUN-MS
مش	مش/PART
عيب	عيب/NOUN-MS
وحرام	و/CONJ+حرام/NOUN-MS
؟	؟/PUNC
!	!/PUNC
--------------------	-/PUNC
اوعو	إوع/V+وا/PRON
تستسلمو	تستسلم/V+وا/PRON
لسه	لسة/ADV
الأمل	ال/DET+أمل/NOUN-MS
موجود	موجود/ADJ-MS
بس	بس/PART
انتو	إنتو/PRON
متقفلوهاش	ما/PART تقفل/V+وا/PRON+ها/PRON+ش/NEG-PART
وقولو	و/CONJ+قول/V+وا/PRON
يارب	يا/PART رب/NOUN-MS
:)	:)/EMOT
--------------------	-/PUNC
ما هي لو	ما/PART هي/PRON لو/PART
كانت	كان/V+ت/PRON
عرفت	عرف/V+ت/PRON
انها	إن/PART+ها/PRON
بعد	بعد/NOUN-MS
كل	كل/NOUN-MS
التعب	ال/DET+تعب/NOUN-MS
و التربية	و/CONJ+ال/DET+تربي/NOUN-FS+ة/NSUFF
ديه	دي/PRON
هتتشتم	ه/FUT-PART+تتشتم/V
من	من/PREP
واحد	واحد/NOUN-MS
صاحبك	صاحب/NOUN-MS+ك/PRON
مكنتش	ما/PART كان/V+ت/PRON+ش/NEG-PART
خلفتك	خلف/V+ت/PRON+ك/PRON
من	من/PREP
الاساس	ال/DET+أساس/NOUN-MS
!	!/PUNC
--------------------	-/PUNC
انا	أنا/PRON
الخطوبة	ال/DET+خطوب/ADJ-FS+ة/NSUFF
في	في/PREP
عيلتنا	عيل/NOUN-FS+ة/NSUFF+نا/PRON
عبارة	عبار/NOUN-FS+ة/NSUFF
عن	عن/PREP
ان	إن/PART
العريس	ال/DET+عريس/NOUN-MS
بياخد	ب/PROG-PART+يأخد/V
خطيبته	خطيب/NOUN-FS+ة/NSUFF+ه/PRON
و اخواتها	و/CONJ+إخو/NOUN-FP+ات/NSUFF+ها/PRON
البنات	ال/DET+بن/NOUN-FP+ات/NSUFF
و مفيش مانع	و/CONJ+ما/PART في/PREP+ش/NEG-PART مانع/NOUN-MS
بنت	بنت/NOUN-FS
خالتهم	خال/NOUN-FS+ة/NSUFF+هم/PRON
تروح	تروح/V
معاهم	معا/PART+هم/PRON
يغدّيهم	يغدي/V+هم/PRON
بره	بر/NOUN-FS+ة/NSUFF
و يرجعهم	و/CONJ+يرجع/V+هم/PRON
البيت	ال/DET+بيت/NOUN-MS
--------------------	-/PUNC
@raafatelsawy	@raafatelsawy/MENTION
و الله	و/CONJ+الله/NOUN-MS
انا	أنا/PRON
عارفة	عارف/ADJ-MS+ة/NSUFF
ان	إن/PART
في ناس	في/PREP+ه/PRON ناس/NOUN-MP
مش	مش/PART
راضية	راضي/ADJ-FS+ة/NSUFF
بس	بس/PART
في ناس تانية	في/PREP+ه/PRON ناس/NOUN-MP تاني/ADJ-FS+ة/NSUFF
عمالة	عمالة/ADV
تبرر	تبرر/V
و خلاص	و/CONJ+خلاص/ADV
و شايفة	و/CONJ+شايف/ADJ-FS+ة/NSUFF
ان	إن/PART
ده	ده/PRON
احسن	أحسن/ADJ-MS
حاجة	حاج/NOUN-FS+ة/NSUFF
--------------------	-/PUNC
فى حاجات	في/PREP+ه/PRON حاج/NOUN-FP+ات/NSUFF
تافهة	تافه/ADJ-FS+ة/NSUFF
لو	لو/PART
مكبرتش مخك	ما/PART كبر/V+ت/PRON+ش/NEG-PART مخ/NOUN-MS+ك/PRON
فيها	في/PREP+ها/PRON
واتعملت	و/CONJ+اتعامل/V+ت/PRON
معاها	معا/PART+ها/PRON
صح	صح/ADV
هتبقى	ه/FUT-PART+تبقى/V
مشكلة	مشكل/NOUN-FS+ة/NSUFF
كبيرة	كبير/ADJ-FS+ة/NSUFF
وانت	و/CONJ+أنت/PRON
مش واخد بالك	مش/PART واخد/ADJ-MS بال/NOUN-MS+ك/PRON
--------------------	-/PUNC
هو يعني	هو/PRON يعني/V
الولاد	ال/DET+أولاد/NOUN-MP
مش	مش/PART
بيعرفوا	ب/PROG-PART+يعرف/V+وا/PRON
ييجو	ييج/V+وا/PRON
هم	هم/PRON
يسلمو	يسلم/V+وا/PRON
؟	؟/PUNC
ليه	ليه/PART
لازم	لازم/ADJ-MS
نروح	نروح/V
احنا	إحنا/PRON
نسلم	نسلم/V
على	على/PREP
سيادتهم	سياد/NOUN-FS+ة/NSUFF+هم/PRON
؟	؟/PUNC
--------------------	-/PUNC
ماهو	ما/PART هو/PRON
مش	مش/PART
معقول	معقول/ADJ-MS
بعد	بعد/NOUN-MS
الدعا	ال/DET+دعا/NOUN-MS
دا	ده/PRON
كله	كل/NOUN-MS+ه/PRON
والراجل	و/CONJ+ال/DET+راجل/NOUN-MS
اللي	اللي/PRON
بيقطع	ب/PROG-PART+يقطع/V
الكهربا	ال/DET+كهربا/NOUN-FS
لسه	لسة/ADV
عايش	عايش/ADJ-MS
!	!/PUNC
؟	؟/PUNC
--------------------	-/PUNC
طلعوا	طلع/V+وا/PRON
ورقة	ورق/NOUN-FS+ة/NSUFF
عشان	علشان/PART
الامتحان	ال/DET+امتحان/NOUN-MS
-	-/PUNC
مذكرناش	ما/PART ذاكر/V+نا/PRON+ش/NEG-PART
-	-/PUNC
مذكرتوش	ما/PART ذاكر/V+تو/PRON+ش/NEG-PART
ليه	ليه/PART
؟	؟/PUNC
-	-/PUNC
النور	ال/DET+نور/NOUN-MS
كان	كان/V
قاطع	قاطع/ADJ-MS
اعترضي	اعترض/V+ي/PRON
على	على/PREP
نور	نور/NOUN-MS
عين	عين/NOUN-FS
السيسي	ال/DET+سيسي/NOUN-MS
بقى	بقى/ADV
--------------------	-/PUNC
انا	أنا/PRON
من	من/PREP
النوع	ال/DET+نوع/NOUN-MS
اللي	اللي/PRON
لو	لو/PART
شوفت	شف/V+ت/PRON
حد	حد/NOUN-MS
مضايق	متضايق/ADJ-MS
او	أو/CONJ
زعلان	زعلان/ADJ-MS
معرفش	ما/PART أعرف/V+ش/NEG-PART
اسيبه	أسيب/V+ه/PRON
كده	كده/ADV
لازم	لازم/ADJ-MS
اسأله	أسأل/V+ه/PRON
واعرف	و/CONJ+أعرف/V
ماله	ما/PART ل/PREP+ه/PRON
واخفف	و/CONJ+أخفف/V
عنه	عن/PREP+ه/PRON
!	!/PUNC
#	#/HASH
طبع	طبع/NOUN-MS
--------------------	-/PUNC
بصى	بص/V+ي/PRON
ياستى	يا/PART ست/NOUN-FS+ي/NSUFF
متتعبيش	ما/PART تتعب/V+ي/PRON+ش/NEG-PART
نفسك	نفس/NOUN-FS+ك/PRON
من	من/PREP
كتر	كتر/NOUN-MS
التفكير	ال/DET+تفكير/NOUN-MS
هو	هو/PRON
لو	لو/PART
من	من/PREP
نصيبك	نصيب/NOUN-MS+ك/PRON
،	،/PUNC
عمره ما	عمر/NOUN-MS+ه/PRON ما/PART
هيكون	ه/FUT-PART+يكون/V
لحد	ل/PREP+حد/NOUN-MS
غيرك	غير/NOUN-MS+ك/PRON
إنتى	إنتي/PRON
--------------------	-/PUNC
الواحد	ال/DET+واحد/NOUN-MS
بيبقى	ب/PROG-PART+يبقى/V
نفسه فى	نفس/NOUN-FS+ه/PRON في/PREP
حد	حد/NOUN-MS
يفهمه	يفهم/V+ه/PRON
قبل ما	قبل/NOUN-MS ما/PART
يتكلم	يتكلم/V
يبقى	يبقى/V
مضايق	متضايق/ADJ-MS
يعرف	يعرف/V
لوحده	ل/PREP+وحد/NOUN-MS+ه/PRON
الى	اللي/PRON
هو	هو/PRON
حاجة	حاج/NOUN-FS+ة/NSUFF
كده	كده/ADV
زى	زي/NOUN-MS
نفسك	نفس/NOUN-FS+ك/PRON
--------------------	-/PUNC
فى ناس	في/PREP+ه/PRON ناس/NOUN-MP
كدة	كده/ADV
لو	لو/PART
مش	مش/PART
عايزين	عايز/ADJ-MS+ين/NSUFF
يتكلموا	يتكلم/V+وا/PRON
ميتكلموش	ما/PART يتكلم/V+وا/PRON+ش/NEG-PART
خالص	خالص/ADV
