Fold,SubFold,SentID,Order,Word,,Segmentation,,,,,,,,,,,,,,,
4,B,280,20,اكبر,,اكبر,,,,1,B,,,,,,,,,,
4,B,280,21,م,,م,,,,1,B,,,,,,,,,,
4,B,280,0,EOS,,EOS,,,,1,B,,,,,,,,,,
2,A,281,1,نينوشة,,نينوش+ة,,,,1,B,,,,,,,,,,
2,A,281,2,نتي,,نت+ي,,,,1,B,,,,,,,,,,
2,A,281,3,باينة,,باين+ة,,,,1,B,,,,,,,,,,
2,A,281,4,حافظة,,حافظ+ة,,,,1,B,,,,,,,,,,
2,A,281,5,كامل,,كامل,,,,1,B,,,,,,,,,,
2,A,281,6,لي,,لي,,,,1,B,,,,,,,,,,
2,A,281,7,فيديو,,فيديو,,,,1,B,,,,,,,,,,
2,A,281,8,تاع,,تاع,,,,1,B,,,,,,,,,,
2,A,281,9,سوسو,,سوسو,,,,1,B,,,,,,,,,,
2,A,281,10,و,,و,,,,2,B,,,,,,,,,,
2,A,281,11,ايهاب,,ايهاب,,,,2,B,,,,,,,,,,
2,A,281,12,بعثيلي,,بعث+ي+ل+ي,,,,2,B,,,,,,,,,,
2,A,281,13,ليان,,ليان,,,,2,B,,,,,,,,,,
2,A,281,14,تاع,,تاع,,,,2,B,,,,,,,,,,
2,A,281,15,كي,,كي,,,,2,B,,,,,,,,,,
2,A,281,16,كانت,,كان+ت,,,,2,B,,,,,,,,,,
2,A,281,17,دايرة,,داير+ة,,,,2,B,,,,,,,,,,
2,A,281,18,شاشية,,شاشي+ة,,,,2,B,,,,,,,,,,
2,A,281,19,و,,و,,,,2,B,,,,,,,,,,
2,A,281,20,هو,,هو,,,,2,B,,,,,,,,,,
2,A,281,21,لا,,لا,,,,2,B,,,,,,,,,,
2,A,281,0,EOS,,EOS,,,,2,B,,,,,,,,,,
4,B,282,1,هاد,,هاد,,,,2,B,,,,,,,,,,
4,B,282,2,العام,,ال+عام,,,,2,B,,,,,,,,,,
4,B,282,3,بزاف,,بزاف,,,,2,B,,,,,,,,,,
4,B,282,4,اختي,,أخت+ي,,,,2,B,,,,,,,,,,
4,B,282,5,والله,,و+الله,,,,2,B,,,,,,,,,,
4,B,282,6,كيمثلو,,ك+يمثل+و,,,,2,B,,,,,,,,,,
4,B,282,7,المحبة,,ال+محب+ة,,,,2,B,,,,,,,,,,
4,B,282,8,على,,على,,,,2,B,,,,,,,,,,
4,B,282,9,بعضهم,,بعض+هم,,,,2,B,,,,,,,,,,
4,B,282,10,ويجرحو,,و+يجرح+و,,,,2,B,,,,,,,,,,
4,B,282,11,بالخناجر,,ب+ال+خناجر,,,,2,B,,,,,,,,,,
4,B,282,12,بهضرتهم,,ب+هضرت+هم,,,,2,B,,,,,,,,,,
4,B,282,0,EOS,,EOS,,,,2,B,,,,,,,,,,
4,A,283,1,هاد,,هاد,,,,2,B,,,,,,,,,,
4,A,283,2,العام,,ال+عام,,,,2,B,,,,,,,,,,
4,A,283,3,راهم,,را+هم,,,,2,B,,,,,,,,,,
4,A,283,4,حاقدين,,حاقد+ين,,,,2,B,,,,,,,,,,
4,A,283,5,على,,على,,,,2,B,,,,,,,,,,
4,A,283,6,ولاد,,ولاد,,,,2,B,,,,,,,,,,
4,A,283,7,المغرب,,ال+مغرب,,,,2,B,,,,,,,,,,
4,A,283,8,العربي,,ال+عربي,,,,2,B,,,,,,,,,,
4,A,283,9,شوفو,,شوف+و,,,,2,B,,,,,,,,,,
4,A,283,10,واش,,واش,,,,2,B,,,,,,,,,,
4,A,283,11,راهم,,را+هم,,,,2,B,,,,,,,,,,
4,A,283,12,يقولوعحنان,,يقول+و ع+حنان,,,,2,B,,,,,,,,,,
4,A,283,0,EOS,,EOS,,,,2,B,,,,,,,,,,
4,A,284,1,هاد,,هاد,,,,2,B,,,,,,,,,,
4,A,284,2,ام,,ام,,,,2,B,,,,,,,,,,
4,A,284,3,الهايشة,,ال+هايش+ة,,,,2,B,,,,,,,,,,
4,A,284,4,كنت,,كنت,,,,2,B,,,,,,,,,,
4,A,284,5,نحترمها,,نحترم+ها,,,,2,B,,,,,,,,,,
4,A,284,6,لكن,,لكن,,,,2,B,,,,,,,,,,
4,A,284,7,بدات,,بدأ+ت,,,,2,B,,,,,,,,,,
4,A,284,8,طلعلي,,طلع+ل+ي,,,,2,B,,,,,,,,,,
4,A,284,9,الزبل,,ال+زبل,,,,2,B,,,,,,,,,,
4,A,284,10,للراس,,ل+ال+راس,,,,2,B,,,,,,,,,,
4,A,284,11,جاية,,جاي+ة,,,,3,B,,,,,,,,,,
4,A,284,12,تشوف,,تشوف,,,,3,B,,,,,,,,,,
4,A,284,13,بنتها,,بنت+ها,,,,3,B,,,,,,,,,,
4,A,284,14,ولا,,ولا,,,,3,B,,,,,,,,,,
4,A,284,15,جاية,,جاي+ة,,,,3,B,,,,,,,,,,
4,A,284,16,تهدر,,تهدر,,,,3,B,,,,,,,,,,
4,A,284,17,على,,على,,,,3,B,,,,,,,,,,
4,A,284,18,ساهو,,ساهو,,,,3,B,,,,,,,,,,
4,A,284,19,و,,و,,,,3,B,,,,,,,,,,
4,A,284,20,فانزها,,فانز+ها,,,,3,B,,,,,,,,,,
4,A,284,21,تسكت,,تسكت,,,,3,B,,,,,,,,,,
4,A,284,22,خير,,خير,,,,3,B,,,,,,,,,,
4,A,284,23,ما,,ما,,,,3,B,,,,,,,,,,
4,A,284,24,تندم,,تندم,,,,3,B,,,,,,,,,,
4,A,284,0,EOS,,EOS,,,,3,B,,,,,,,,,,
1,A,285,1,هاد,,هاد,,,,3,B,,,,,,,,,,
1,A,285,2,جمهور,,جمهور,,,,3,B,,,,,,,,,,
1,A,285,3,عباس,,عباس,,,,3,B,,,,,,,,,,
1,A,285,4,مفهمتش,,م+فهم+ت+ش,,,,2,B,,,,,,,,,,
1,A,285,5,مالنا,,ما+ل+نا,,,,2,B,,,,,,,,,,
1,A,285,6,واحلين,,واحل+ين,,,,2,B,,,,,,,,,,
1,A,285,7,ليهم,,لي+هم,,,,2,B,,,,,,,,,,
1,A,285,8,غير,,غير,,,,2,B,,,,,,,,,,
1,A,285,9,هاد,,هاد,,,,2,B,,,,,,,,,,
1,A,285,10,صباح,,صباح,,,,2,B,,,,,,,,,,
1,A,285,11,تعايرت,,تعاير+ت,,,,2,B,,,,,,,,,,
1,A,285,12,م,,م,,,,2,B,,,,,,,,,,
1,A,285,0,EOS,,EOS,,,,2,B,,,,,,,,,,
2,B,286,1,هادا,,هادا,,,,2,B,,,,,,,,,,
2,B,286,2,التاغ,,ال+تاغ,,,,2,B,,,,,,,,,,
2,B,286,3,فيه,,في+ه,,,,2,B,,,,,,,,,,
2,B,286,4,السلام,,ال+سلام,,,,2,B,,,,,,,,,,
2,B,286,5,و,,و,,,,2,B,,,,,,,,,,
2,B,286,6,الأمان,,ال+أمان,,,,2,B,,,,,,,,,,
2,B,286,7,و,,و,,,,2,B,,,,,,,,,,
2,B,286,8,الراحة,,ال+راح+ة,,,,2,B,,,,,,,,,,
2,B,286,9,نفسية,,نفسي+ة,,,,2,B,,,,,,,,,,
2,B,286,10,لأن,,ل+أن,,,,2,B,,,,,,,,,,
2,B,286,11,فيه,,في+ه,,,,2,B,,,,,,,,,,
2,B,286,12,القلوب,,ال+قلوب,,,,2,B,,,,,,,,,,
2,B,286,13,النظيفة,,ال+نظيف+ة,,,,2,B,,,,,,,,,,
2,B,286,14,تجمع,,تجمع,,,,2,B,,,,,,,,,,
2,B,286,15,العلوشيين,,ال+علوشي+ين,,,,2,B,,,,,,,,,,
2,B,286,16,الايهابيين,,ال+ايهابي+ين,,,,2,B,,,,,,,,,,
2,B,286,17,السهلاويين,,ال+سهلاويين,,,,2,B,,,,,,,,,,
2,B,286,0,EOS,,EOS,,,,2,B,,,,,,,,,,
2,A,287,1,هاداوين,,هاداوين,,,,2,B,,,,,,,,,,
2,A,287,2,فهمت,,فهم+ت,,,,2,B,,,,,,,,,,
2,A,287,3,وعلاش,,و+علاش,,,,2,B,,,,,,,,,,
2,A,287,4,مزالت,,مزال+ت,,,,4,B,,,,,,,,,,
2,A,287,5,لليوم,,ل+ال+يوم,,,,4,B,,,,,,,,,,
2,A,287,6,قاهرتهم,,قاهر+ت+هم,,,,4,B,,,,,,,,,,
2,A,287,7,هههههه,,هههههه,,,,4,B,,,,,,,,,,
2,A,287,8,مع,,مع,,,,4,B,,,,,,,,,,
2,A,287,9,سهيله,,سهيله,,,,4,B,,,,,,,,,,
2,A,287,10,على,,على,,,,4,B,,,,,,,,,,
2,A,287,11,الحلوه,,ال+حلوه,,,,4,B,,,,,,,,,,
2,A,287,12,والمره,,و+ال+مره,,,,4,B,,,,,,,,,,
2,A,287,0,EOS,,EOS,,,,4,B,,,,,,,,,,
2,B,288,1,هادو,,هادو,,,,4,B,,,,,,,,,,
2,B,288,2,خوتنا,,خوت+نا,,,,4,B,,,,,,,,,,
2,B,288,3,المصاروا,,ال+مصاروا,,,,4,B,,,,,,,,,,
2,B,288,4,نتاع,,نتاع,,,,4,B,,,,,,,,,,
2,B,288,5,الصح,,ال+صح,,,,4,B,,,,,,,,,,
2,B,288,6,رشو,,رشو,,,,4,B,,,,,,,,,,
2,B,288,7,الورد,,ال+ورد,,,,4,B,,,,,,,,,,
2,B,288,8,سهيله,,سهيله,,,,4,B,,,,,,,,,,
2,B,288,9,حتنور,,ح+تنور,,,,4,B,,,,,,,,,,
2,B,288,10,البلد,,ال+بلد,,,,4,B,,,,,,,,,,
2,B,288,0,EOS,,EOS,,,,3,B,,,,,,,,,,
5,B,289,1,هادي,,هادي,,,,3,B,,,,,,,,,,
5,B,289,2,مافيك,,ما+في+ك,,,,3,B,,,,,,,,,,
5,B,289,3,تقول,,تقول,,,,3,B,,,,,,,,,,
5,B,289,4,أكثر,,أكثر,,,,3,B,,,,,,,,,,
5,B,289,5,في,,في,,,,3,B,,,,,,,,,,
5,B,289,6,هاد,,هاد,,,,3,B,,,,,,,,,,
5,B,289,7,الأغنية,,ال+أغني+ة,,,,3,B,,,,,,,,,,
5,B,289,8,غنيت,,غني+ت,,,,3,B,,,,,,,,,,
5,B,289,9,صح,,صح,,,,3,B,,,,,,,,,,
5,B,289,0,EOS,,EOS,,,,3,B,,,,,,,,,,
2,A,290,1,هاي,,هاي,,,,3,B,,,,,,,,,,
2,A,290,2,أنيس,,أنيس,,,,3,B,,,,,,,,,,
2,A,290,3,حبيت,,حبي+ت,,,,3,B,,,,,,,,,,
2,A,290,4,نقولك,,نقول+ك,,,,3,B,,,,,,,,,,
2,A,290,5,راك,,را+ك,,,,3,B,,,,,,,,,,
2,A,290,6,مشرف,,مشرف,,,,3,B,,,,,,,,,,
2,A,290,7,الجزائر,,ال+جزائر,,,,4,B,,,,,,,,,,
2,A,290,8,و,,و,,,,4,B,,,,,,,,,,
2,A,290,9,نشالله,,نشالله,,,,4,B,,,,,,,,,,
2,A,290,10,تزيد,,تزيد,,,,4,B,,,,,,,,,,
2,A,290,11,ترفع,,ترفع,,,,4,B,,,,,,,,,,
2,A,290,12,راسنا,,راس+نا,,,,4,B,,,,,,,,,,
2,A,290,13,باللقب,,ب+ال+لقب,,,,4,B,,,,,,,,,,
2,A,290,14,غنيلي,,غني+ل+ي,,,,4,B,,,,,,,,,,
2,A,290,15,أغنية,,أغني+ة,,,,4,B,,,,,,,,,,
2,A,290,16,قبائلية,,قبائلي+ة,,,,4,B,,,,,,,,,,
2,A,290,17,وقول,,و+قول,,,,4,B,,,,,,,,,,
2,A,290,18,اسمي,,اسم+ي,,,,4,B,,,,,,,,,,
2,A,290,19,بالعالي,,ب+ال+عالي,,,,4,B,,,,,,,,,,
2,A,290,0,EOS,,EOS,,,,4,B,,,,,,,,,,
5,A,291,1,هدا,,هدا,,,,4,B,,,,,,,,,,
5,A,291,2,راه,,را+ه,,,,4,B,,,,,,,,,,
5,A,291,3,حشمت,,حشم+ت,,,,4,B,,,,,,,,,,
5,A,291,4,نقولها,,نقول+ها,,,,4,B,,,,,,,,,,
5,A,291,5,ماشي,,ماشي,,,,4,B,,,,,,,,,,
5,A,291,6,دلع,,دلع,,,,4,B,,,,,,,,,,
5,A,291,7,وباش,,و+باش,,,,4,B,,,,,,,,,,
5,A,291,8,كيقتلوني,,ك+يقتلو+ني,,,,4,B,,,,,,,,,,
5,A,291,9,كيقولو,,ك+يقول+و,,,,4,B,,,,,,,,,,
5,A,291,10,بريئة,,بريئ+ة,,,,4,B,,,,,,,,,,
5,A,291,11,من,,من,,,,3,B,,,,,,,,,,
5,A,291,12,نهار,,نهار,,,,3,B,,,,,,,,,,
5,A,291,13,شفتها,,شفت+ها,,,,3,B,,,,,,,,,,
5,A,291,14,كتلوي,,ك+تلوي,,,,3,B,,,,,,,,,,
5,A,291,15,عينيها,,عين+ي+ها,,,,3,B,,,,,,,,,,
5,A,291,16,على,,على,,,,3,B,,,,,,,,,,
5,A,291,17,عباس,,عباس,,,,3,B,,,,,,,,,,
5,A,291,18,نهار,,نهار,,,,3,B,,,,,,,,,,
5,A,291,19,كتشتطح,,ك+تشطح,,,,3,B,,,,,,,,,,
5,A,291,20,معاه,,معا+ه,,,,3,B,,,,,,,,,,
5,A,291,21,عرفت,,عرف+ت,,,,3,B,,,,,,,,,,
5,A,291,0,EOS,,EOS,,,,3,B,,,,,,,,,,
1,A,292,1,هداك,,هدا+ك,,,,3,B,,,,,,,,,,
1,A,292,2,راه,,را+ه,,,,3,B,,,,,,,,,,
1,A,292,3,اناني,,اناني,,,,3,B,,,,,,,,,,
1,A,292,4,هي,,هي,,,,3,B,,,,,,,,,,
1,A,292,5,مسكينه,,مسكين+ة,,,,3,B,,,,,,,,,,
1,A,292,6,كدافع,,ك+دافع,,,,3,B,,,,,,,,,,
1,A,292,7,عليه,,علي+ه,,,,3,B,,,,,,,,,,
1,A,292,8,بزاف,,بزاف,,,,3,B,,,,,,,,,,
1,A,292,9,هو,,هو,,,,3,B,,,,,,,,,,
1,A,292,10,قبيله,,قبيل+ه,,,,3,B,,,,,,,,,,
1,A,292,11,لقفها,,لقف+ها,,,,3,B,,,,,,,,,,
1,A,292,12,حشومة,,حشوم+ة,,,,3,B,,,,,,,,,,
1,A,292,13,والله,,و+الله,,,,3,B,,,,,,,,,,
1,A,292,14,وشوف,,و+شوف,,,,3,B,,,,,,,,,,
1,A,292,15,رد,,رد,,,,3,B,,,,,,,,,,
1,A,292,16,ديالها,,ديال+ها,,,,3,B,,,,,,,,,,
1,A,292,17,ايهاب,,ايهاب,,,,1,B,,,,,,,,,,
1,A,292,18,انا,,أنا,,,,1,B,,,,,,,,,,
1,A,292,19,انت,,أنت,,,,1,B,,,,,,,,,,
1,A,292,20,وحد,,وحد,,,,1,B,,,,,,,,,,
1,A,292,21,اوا,,اوا,,,,1,B,,,,,,,,,,
1,A,292,22,انا,,أنا,,,,1,B,,,,,,,,,,
1,A,292,0,EOS,,EOS,,,,1,B,,,,,,,,,,
3,A,293,1,هشام,,هشام,,,,1,B,,,,,,,,,,
3,A,293,2,المغربي,,ال+مغربي,,,,1,B,,,,,,,,,,
3,A,293,3,اكبر,,اكبر,,,,1,B,,,,,,,,,,
3,A,293,4,داعمين,,داعم+ين,,,,1,B,,,,,,,,,,
3,A,293,5,لايهاب,,ل+ايهاب,,,,1,B,,,,,,,,,,
3,A,293,6,رايح,,رايح,,,,1,B,,,,,,,,,,
3,A,293,7,لبرايم,,ل+برايم,,,,1,B,,,,,,,,,,
3,A,293,8,بزاف,,بزاف,,,,1,B,,,,,,,,,,
3,A,293,9,بيهم,,بي+هم,,,,1,B,,,,,,,,,,
3,A,293,10,رايحين,,رايح+ين,,,,4,B,,,,,,,,,,
3,A,293,11,انشالله,,انشالله,,,,4,B,,,,,,,,,,
3,A,293,12,يخلهوم,,يخل+هوم,,,,4,B,,,,,,,,,,
3,A,293,13,يفوتوهم,,يفوت+و+هم,,,,4,B,,,,,,,,,,
3,A,293,0,EOS,,EOS,,,,4,B,,,,,,,,,,
3,B,294,1,هشتاق,,هشتاق,,,,4,B,,,,,,,,,,
3,B,294,2,سهيله,,سهيله,,,,4,B,,,,,,,,,,
3,B,294,3,رجع,,رجع,,,,4,B,,,,,,,,,,
3,B,294,4,غي,,غي,,,,4,B,,,,,,,,,,
3,B,294,5,تاااع,,تاااع,,,,4,B,,,,,,,,,,
3,B,294,6,بولا,,بولا,,,,4,B,,,,,,,,,,
3,B,294,7,ههههه,,ههههه,,,,4,B,,,,,,,,,,
3,B,294,8,واش,,واش,,,,4,B,,,,,,,,,,
3,B,294,9,هدا,,هدا,,,,4,B,,,,,,,,,,
3,B,294,10,سهلاويين,,سهلاوي+ين,,,,1,B,,,,,,,,,,
3,B,294,11,فطنو,,فطن+و,,,,1,B,,,,,,,,,,
3,B,294,12,رجعو,,رجع+و,,,,1,B,,,,,,,,,,
3,B,294,13,هشتاق,,هشتاق,,,,1,B,,,,,,,,,,
3,B,294,14,الجيش,,ال+جيش,,,,1,B,,,,,,,,,,
3,B,294,15,السهلاوي,,ال+سهلاوي,,,,1,B,,,,,,,,,,
3,B,294,0,EOS,,EOS,,,,1,B,,,,,,,,,,
1,B,295,1,هكا,,هكا,,,,1,B,,,,,,,,,,
1,B,295,2,بغينا,,بغي+نا,,,,1,B,,,,,,,,,,
1,B,295,3,نشوفو,,نشوف+و,,,,1,B,,,,,,,,,,
1,B,295,4,انيس,,انيس,,,,1,B,,,,,,,,,,
1,B,295,5,الدزيري,,ال+دزيري,,,,1,B,,,,,,,,,,
1,B,295,6,ولد,,ولد,,,,1,B,,,,,,,,,,
1,B,295,7,البلاد,,ال+بلاد,,,,1,B,,,,,,,,,,
1,B,295,8,فحل,,فحل,,,,1,B,,,,,,,,,,
1,B,295,9,مع,,مع,,,,1,B,,,,,,,,,,
1,B,295,10,ختو,,خت+و,,,,1,B,,,,,,,,,,
1,B,295,11,و,,و,,,,1,B,,,,,,,,,,
1,B,295,12,واحد,,واحد,,,,1,B,,,,,,,,,,
1,B,295,13,ما,,ما,,,,1,B,,,,,,,,,,
1,B,295,14,يدخل,,يدخل,,,,1,B,,,,,,,,,,
1,B,295,15,بيناتهم,,بين+ات+هم,,,,1,B,,,,,,,,,,
1,B,295,16,غني,,غني,,,,1,B,,,,,,,,,,
1,B,295,17,انت,,أنت,,,,1,B,,,,,,,,,,
1,B,295,18,و,,و,,,,1,B,,,,,,,,,,
1,B,295,19,سوها,,سوها,,,,1,B,,,,,,,,,,
1,B,295,20,ي,,ي,,,,1,B,,,,,,,,,,
1,B,295,0,EOS,,EOS,,,,1,B,,,,,,,,,,
4,B,296,1,هل,,هل,,,,1,B,,,,,,,,,,
4,B,296,2,ترون,,تر+ون,,,,1,B,,,,,,,,,,
4,B,296,3,أن,,أن,,,,1,B,,,,,,,,,,
4,B,296,4,ايهاب,,ايهاب,,,,1,B,,,,,,,,,,
4,B,296,5,و,,و,,,,1,B,,,,,,,,,,
4,B,296,6,سهيلة,,سهيلة,,,,1,B,,,,,,,,,,
4,B,296,7,أفضل,,أفضل,,,,1,B,,,,,,,,,,
4,B,296,8,ثنائي,,ثنائي,,,,1,B,,,,,,,,,,
4,B,296,9,مر,,مر,,,,1,B,,,,,,,,,,
4,B,296,10,بستاراك,,ب+ستاراك,,,,1,B,,,,,,,,,,
4,B,296,11,أنا,,أنا,,,,1,B,,,,,,,,,,
4,B,296,12,نقول,,نقول,,,,1,B,,,,,,,,,,
4,B,296,13,نعععععم,,نعم,,,,1,B,,,,,,,,,,
4,B,296,14,رتويت,,رتويت,,,,1,B,,,,,,,,,,
4,B,296,15,باش,,باش,,,,1,B,,,,,,,,,,
4,B,296,16,كلشي,,كلشي,,,,1,B,,,,,,,,,,
4,B,296,17,يشارك,,يشارك,,,,1,B,,,,,,,,,,
4,B,296,0,EOS,,EOS,,,,1,B,,,,,,,,,,
1,B,297,1,هه,,هه,,,,1,B,,,,,,,,,,
1,B,297,2,هم,,هم,,,,1,B,,,,,,,,,,
1,B,297,3,يضحك,,يضحك,,,,1,B,,,,,,,,,,
1,B,297,4,و,,و,,,,1,B,,,,,,,,,,
1,B,297,5,هم,,هم,,,,1,B,,,,,,,,,,
1,B,297,6,يبكي,,يبكي,,,,1,B,,,,,,,,,,
1,B,297,7,و,,و,,,,1,B,,,,,,,,,,
1,B,297,8,كيما,,كيما,,,,1,B,,,,,,,,,,
1,B,297,9,يقولو,,يقول+و,,,,1,B,,,,,,,,,,
1,B,297,10,خلاتو,,خل+ات+و,,,,1,B,,,,,,,,,,
1,B,297,11,ممدود,,ممدود,,,,1,B,,,,,,,,,,
1,B,297,12,و,,و,,,,2,B,,,,,,,,,,
1,B,297,13,راحت,,راح+ت,,,,2,B,,,,,,,,,,
1,B,297,14,تعزي,,تعزي,,,,2,B,,,,,,,,,,
1,B,297,15,في,,في,,,,2,B,,,,,,,,,,
1,B,297,16,محمود,,محمود,,,,2,B,,,,,,,,,,
1,B,297,17,ياو,,ياو,,,,2,B,,,,,,,,,,
1,B,297,18,خمم,,خمم,,,,2,B,,,,,,,,,,
1,B,297,19,على,,على,,,,2,B,,,,,,,,,,
1,B,297,20,روحك,,روح+ك,,,,2,B,,,,,,,,,,
1,B,297,21,حنى,,حنى,,,,2,B,,,,,,,,,,
1,B,297,22,نسامحو,,نسامح+و,,,,2,B,,,,,,,,,,
1,B,297,23,نتا,,نتا,,,,2,B,,,,,,,,,,
1,B,297,24,ياخي,,ياخي,,,,2,B,,,,,,,,,,
1,B,297,25,بهلول,,بهلول,,,,2,B,,,,,,,,,,
1,B,297,26,ياخي,,ياخي,,,,2,B,,,,,,,,,,
1,B,297,27,بوسروال,,بوسروال,,,,2,B,,,,,,,,,,
1,B,297,0,EOS,,EOS,,,,2,B,,,,,,,,,,
4,B,298,1,ههه,,ههه,,,,2,B,,,,,,,,,,
4,B,298,2,آااويلي,,آويل+ي,,,,2,B,,,,,,,,,,
4,B,298,3,حتى,,حتى,,,,2,B,,,,,,,,,,
4,B,298,4,نتي,,نت+ي,,,,3,B,,,,,,,,,,
4,B,298,5,تعرفي,,تعرف+ي,,,,3,B,,,,,,,,,,
4,B,298,6,كلمة,,كلم+ة,,,,3,B,,,,,,,,,,
4,B,298,7,حلابين,,حلاب+ين,,,,3,B,,,,,,,,,,
4,B,298,8,وحلابات,,و+حلاب+ات,,,,3,B,,,,,,,,,,
4,B,298,9,تحية,,تحي+ة,,,,3,B,,,,,,,,,,
4,B,298,10,لناس,,ل+ناس,,,,3,B,,,,,,,,,,
4,B,298,11,فلسطين,,فلسطين,,,,3,B,,,,,,,,,,
4,B,298,12,لحبيبة,,ل+حبيب+ة,,,,3,B,,,,,,,,,,
4,B,298,13,نحبوكم,,نحبو+كم,,,,3,B,,,,,,,,,,
4,B,298,14,بزاف,,بزاف,,,,3,B,,,,,,,,,,
4,B,298,15,وصحاب,,و+صحاب,,,,3,B,,,,,,,,,,
4,B,298,0,EOS,,EOS,,,,3,B,,,,,,,,,,
4,A,299,1,ههه,,ههه,,,,3,B,,,,,,,,,,
4,A,299,2,كاينة,,كاين+ة,,,,3,B,,,,,,,,,,
4,A,299,3,صافي,,صافي,,,,3,B,,,,,,,,,,
4,A,299,4,غادي,,غادي,,,,3,B,,,,,,,,,,
4,A,299,5,نتعلم,,نتعلم,,,,3,B,,,,,,,,,,
4,A,299,6,اللغات,,ال+لغ+ات,,,,3,B,,,,,,,,,,
4,A,299,7,الإسكونديناڤية,,ال+إسكوندينافي+ة,,,,3,B,,,,,,,,,,
4,A,299,8,ونتمنا,,و+نتمن+ا,,,,3,B,,,,,,,,,,
4,A,299,9,شي,,شي,,,,2,B,,,,,,,,,,
4,A,299,10,زعرة,,زعر+ة,,,,2,B,,,,,,,,,,
4,A,299,11,تشوف,,تشوف,,,,2,B,,,,,,,,,,
4,A,299,12,من,,من,,,,2,B,,,,,,,,,,
4,A,299,13,حالنا,,حال+نا,,,,2,B,,,,,,,,,,
4,A,299,14,هههه,,هههه,,,,2,B,,,,,,,,,,
4,A,299,0,EOS,,EOS,,,,2,B,,,,,,,,,,
5,B,300,1,هههه,,هههه,,,,2,B,,,,,,,,,,
5,B,300,2,راك,,را+ك,,,,2,B,,,,,,,,,,
5,B,300,3,عاد,,عاد,,,,2,B,,,,,,,,,,
5,B,300,4,فايقة,,فايق+ة,,,,2,B,,,,,,,,,,
5,B,300,5,لا,,لا,,,,2,B,,,,,,,,,,
5,B,300,6,القالب,,ال+قالب,,,,2,B,,,,,,,,,,
5,B,300,7,ديال,,ديال,,,,2,B,,,,,,,,,,
5,B,300,8,الشمكار,,ال+شمكار,,,,4,B,,,,,,,,,,
5,B,300,9,ههه,,ههه,,,,4,B,,,,,,,,,,
5,B,300,10,هو,,هو,,,,4,B,,,,,,,,,,
5,B,300,11,اللي,,اللي,,,,4,B,,,,,,,,,,
5,B,300,12,دمرها,,دمر+ها,,,,4,B,,,,,,,,,,
5,B,300,0,EOS,,EOS,,,,4,B,,,,,,,,,,
3,B,301,1,هههه,,هههه,,,,4,B,,,,,,,,,,
3,B,301,2,لمطيش,,ل+مطيش,,,,4,B,,,,,,,,,,
3,B,301,3,صح,,صح,,,,4,B,,,,,,,,,,
3,B,301,4,كاينة,,كاين+ة,,,,4,B,,,,,,,,,,
3,B,301,5,نسيتو,,نسيت+و,,,,4,B,,,,,,,,,,
3,B,301,6,خلاص,,خلاص,,,,4,B,,,,,,,,,,
3,B,301,7,هههههه,,هههههه,,,,4,B,,,,,,,,,,
3,B,301,0,EOS,,EOS,,,,4,B,,,,,,,,,,
1,B,302,1,هههه,,هههه,,,,4,B,,,,,,,,,,
1,B,302,2,مام,,مام,,,,4,B,,,,,,,,,,
1,B,302,3,مع,,مع,,,,4,B,,,,,,,,,,
1,B,302,4,كارهي,,كاره+ي,,,,4,B,,,,,,,,,,
1,B,302,5,أنيس,,أنيس,,,,4,B,,,,,,,,,,
1,B,302,6,تنفع,,تنفع,,,,4,B,,,,,,,,,,
1,B,302,7,غير,,غير,,,,4,B,,,,,,,,,,
1,B,302,8,يبدلو,,يبدل+و,,,,4,B,,,,,,,,,,
1,B,302,9,الاسم,,ال+اسم,,,,4,B,,,,,,,,,,
1,B,302,10,ولا,,ولا,,,,4,B,,,,,,,,,,
1,B,302,11,يديروهم,,يدير+و+هم,,,,5,B,,,,,,,,,,
1,B,302,12,في,,في,,,,5,B,,,,,,,,,,
1,B,302,13,زوج,,زوج,,,,5,B,,,,,,,,,,
1,B,302,14,باه,,باه,,,,5,B,,,,,,,,,,
1,B,302,15,يودعو,,يودع+و,,,,5,B,,,,,,,,,,
1,B,302,16,في,,في,,,,5,B,,,,,,,,,,
1,B,302,17,ضربة,,ضرب+ة,,,,5,B,,,,,,,,,,
1,B,302,0,EOS,,EOS,,,,5,B,,,,,,,,,,
2,B,303,1,هههه,,هههه,,,,5,B,,,,,,,,,,
2,B,303,2,من,,من,,,,5,B,,,,,,,,,,
2,B,303,3,طلب,,طلب,,,,5,B,,,,,,,,,,
2,B,303,4,منك,,منك,,,,5,B,,,,,,,,,,
2,B,303,5,تصويت,,تصويت,,,,5,B,,,,,,,,,,
2,B,303,6,أنيس,,أنيس,,,,5,B,,,,,,,,,,
2,B,303,7,فيه,,في+ه,,,,5,B,,,,,,,,,,
2,B,303,8,جزايريين,,جزايري+ين,,,,5,B,,,,,,,,,,
2,B,303,9,يفدوه,,يفد+و+ه,,,,5,B,,,,,,,,,,
2,B,303,10,بدمهم,,ب+دم+هم,,,,5,B,,,,,,,,,,
2,B,303,11,لأخلاقو,,ل+أخلاق+و,,,,5,B,,,,,,,,,,
2,B,303,12,مش,,مش,,,,5,B,,,,,,,,,,
2,B,303,13,برك,,برك,,,,5,B,,,,,,,,,,
2,B,303,14,بفلوسهم,,ب+فلوس+هم,,,,2,B,,,,,,,,,,
